id,name,price,stock
4727,Classic Pantry Soy Sauce 1L,211.5,2
4728,Original Frozen Frozen Pizza,132.74,6
4729,Salted Produce Garlic Bulb,85.5,10
4730,Spicy Meat Lamb Chops,204.24,14
4731,Deluxe Bath Mouthwash,167.24,18
4732,Imported Clean Floor Wax,429.25,22
4733,Natural Office Highlighter,77.5,26
4734,Organic Tech Earphones,1575.75,30
4735,Premium Pet Cat Food 1kg,185.74,34
4736,Roasted Coffee Espresso Beans,379.25,38
4737,Sweet Tea Hibiscus Leaves,480.24,42
4738,Light Snack Popcorn Bag,112.5,46
4739,Special Drink Juice Box,190.74,50
4740,Local Bakery Banana Bread,224.0,54
4741,Roasted Coffee Cappuccino Sticks,660.75,97
4742,Sweet Tea Jasmine Pearls,503.99,2
4743,Light Snack Trail Mix,158.49,6
4744,Special Drink Sports Drink,192.49,10
4745,Local Bakery Cinnamon Roll,184.0,14
4746,Fresh Dairy Greek Yogurt,250.99,18
4747,Classic Pantry Soy Sauce 1L,214.75,22
4748,Original Frozen Frozen Pizza,135.99,26
4749,Salted Produce Garlic Bulb,88.75,30
4750,Spicy Meat Lamb Chops,207.49,34
4751,Deluxe Bath Mouthwash,170.49,38
4752,Imported Clean Floor Wax,432.5,42
4753,Natural Office Highlighter,80.75,46
4754,Organic Tech Earphones,1579.0,50
4755,Premium Pet Cat Food 1kg,188.99,54
4756,Roasted Coffee Espresso Beans,382.5,58
4757,Sweet Tea Hibiscus Leaves,483.49,62
4758,Light Snack Popcorn Bag,115.75,66
4759,Special Drink Juice Box,193.99,70
4760,Local Bakery Banana Bread,204.5,74
4761,Roasted Coffee Cappuccino Sticks,641.25,18
4762,Sweet Tea Jasmine Pearls,484.49,22
4763,Light Snack Trail Mix,138.99,26
4764,Special Drink Sports Drink,172.99,30
4765,Local Bakery Cinnamon Roll,164.5,34
4766,Fresh Dairy Greek Yogurt,231.49,38
4767,Classic Pantry Soy Sauce 1L,195.25,42
4768,Original Frozen Frozen Pizza,116.49,46
4769,Salted Produce Garlic Bulb,69.25,50
4770,Spicy Meat Lamb Chops,187.99,54
4771,Deluxe Bath Mouthwash,150.99,58
4772,Imported Clean Floor Wax,413.0,62
4773,Natural Office Highlighter,61.25,66
4774,Organic Tech Earphones,1559.5,70
4775,Premium Pet Cat Food 1kg,169.49,74
4776,Roasted Coffee Espresso Beans,363.0,78
4777,Sweet Tea Hibiscus Leaves,463.99,82
4778,Light Snack Popcorn Bag,96.25,86
4779,Special Drink Juice Box,174.49,90
4780,Local Bakery Banana Bread,207.75,94
4781,Roasted Coffee Cappuccino Sticks,644.5,38
4782,Sweet Tea Jasmine Pearls,487.74,42
4783,Light Snack Trail Mix,142.24,46
4784,Special Drink Sports Drink,176.24,50
4785,Local Bakery Cinnamon Roll,167.75,54
4786,Fresh Dairy Greek Yogurt,234.74,58
4787,Classic Pantry Soy Sauce 1L,198.5,62
4788,Original Frozen Frozen Pizza,119.74,66
4789,Salted Produce Garlic Bulb,72.5,70
4790,Spicy Meat Lamb Chops,191.24,74
4791,Deluxe Bath Mouthwash,154.24,78
4792,Imported Clean Floor Wax,416.25,82
4793,Natural Office Highlighter,64.5,86
4794,Organic Tech Earphones,1562.75,90
4795,Premium Pet Cat Food 1kg,172.74,94
4796,Roasted Coffee Espresso Beans,366.25,98
4797,Sweet Tea Hibiscus Leaves,467.24,3
4798,Light Snack Popcorn Bag,99.5,7
4799,Special Drink Juice Box,177.74,11
4800,Local Bakery Banana Bread,211.0,15
4801,Roasted Coffee Cappuccino Sticks,647.75,58
4802,Sweet Tea Jasmine Pearls,490.99,62
4803,Light Snack Trail Mix,145.49,66
4804,Special Drink Sports Drink,179.49,70
4805,Local Bakery Cinnamon Roll,171.0,74
4806,Fresh Dairy Greek Yogurt,237.99,78
4807,Classic Pantry Soy Sauce 1L,201.75,82
4808,Original Frozen Frozen Pizza,122.99,86
4809,Salted Produce Garlic Bulb,75.75,90
4810,Spicy Meat Lamb Chops,194.49,94
4811,Deluxe Bath Mouthwash,157.49,98
4812,Imported Clean Floor Wax,419.5,3
4813,Natural Office Highlighter,67.75,7
4814,Organic Tech Earphones,1566.0,11
4815,Premium Pet Cat Food 1kg,175.99,15
4816,Roasted Coffee Espresso Beans,369.5,19
4817,Sweet Tea Hibiscus Leaves,470.49,23
4818,Light Snack Popcorn Bag,102.75,27
4819,Special Drink Juice Box,180.99,31
4820,Local Bakery Banana Bread,214.25,35
4821,Roasted Coffee Cappuccino Sticks,651.0,78
4822,Sweet Tea Jasmine Pearls,494.24,82
4823,Light Snack Trail Mix,148.74,86
4824,Special Drink Sports Drink,182.74,90
4825,Local Bakery Cinnamon Roll,174.25,94
4826,Fresh Dairy Greek Yogurt,241.24,98
4827,Classic Pantry Soy Sauce 1L,205.0,3
4828,Original Frozen Frozen Pizza,126.24,7
4829,Salted Produce Garlic Bulb,79.0,11
4830,Spicy Meat Lamb Chops,197.74,15
4831,Deluxe Bath Mouthwash,160.74,19
4832,Imported Clean Floor Wax,422.75,23
4833,Natural Office Highlighter,71.0,27
4834,Organic Tech Earphones,1569.25,31
4835,Premium Pet Cat Food 1kg,179.24,35
4836,Roasted Coffee Espresso Beans,372.75,39
4837,Sweet Tea Hibiscus Leaves,473.74,43
4838,Light Snack Popcorn Bag,106.0,47
4839,Special Drink Juice Box,184.24,51
4840,Local Bakery Banana Bread,217.5,55
4841,Roasted Coffee Cappuccino Sticks,654.25,98
4842,Sweet Tea Jasmine Pearls,497.49,3
4843,Light Snack Trail Mix,151.99,7
4844,Special Drink Sports Drink,185.99,11
4845,Local Bakery Cinnamon Roll,177.5,15
4846,Fresh Dairy Greek Yogurt,244.49,19
4847,Classic Pantry Soy Sauce 1L,208.25,23
4848,Original Frozen Frozen Pizza,129.49,27
4849,Salted Produce Garlic Bulb,82.25,31
4850,Spicy Meat Lamb Chops,200.99,35
4851,Deluxe Bath Mouthwash,163.99,39
4852,Imported Clean Floor Wax,426.0,43
4853,Natural Office Highlighter,74.25,47
4854,Organic Tech Earphones,1572.5,51
4855,Premium Pet Cat Food 1kg,182.49,55
4856,Roasted Coffee Espresso Beans,376.0,59
4857,Sweet Tea Hibiscus Leaves,476.99,63
4858,Light Snack Popcorn Bag,109.25,67
4859,Special Drink Juice Box,187.49,71
4860,Local Bakery Banana Bread,220.75,75
4861,Roasted Coffee Cappuccino Sticks,657.5,19
4862,Sweet Tea Jasmine Pearls,500.74,23
4863,Light Snack Trail Mix,155.24,27
4864,Special Drink Sports Drink,189.24,31
4865,Local Bakery Cinnamon Roll,180.75,35
4866,Fresh Dairy Greek Yogurt,247.74,39
4867,Classic Pantry Soy Sauce 1L,211.5,43
4868,Original Frozen Frozen Pizza,132.74,47
4869,Salted Produce Garlic Bulb,85.5,51
4870,Spicy Meat Lamb Chops,204.24,55
4871,Deluxe Bath Mouthwash,167.24,59
4872,Imported Clean Floor Wax,429.25,63
4873,Natural Office Highlighter,77.5,67
4874,Organic Tech Earphones,1575.75,71
4875,Premium Pet Cat Food 1kg,185.74,75
4876,Roasted Coffee Espresso Beans,379.25,79
4877,Sweet Tea Hibiscus Leaves,480.24,83
4878,Light Snack Popcorn Bag,112.5,87
4879,Special Drink Juice Box,190.74,91
4880,Local Bakery Banana Bread,224.0,95
4881,Roasted Coffee Cappuccino Sticks,660.75,39
4882,Sweet Tea Jasmine Pearls,503.99,43
4883,Light Snack Trail Mix,158.49,47
4884,Special Drink Sports Drink,192.49,51
4885,Local Bakery Cinnamon Roll,184.0,55
4886,Fresh Dairy Greek Yogurt,250.99,59
4887,Classic Pantry Soy Sauce 1L,214.75,63
4888,Original Frozen Frozen Pizza,135.99,67
4889,Salted Produce Garlic Bulb,88.75,71
4890,Spicy Meat Lamb Chops,207.49,75
4891,Deluxe Bath Mouthwash,170.49,79
4892,Imported Clean Floor Wax,432.5,83
4893,Natural Office Highlighter,80.75,87
4894,Organic Tech Earphones,1579.0,91
4895,Premium Pet Cat Food 1kg,188.99,95
4896,Roasted Coffee Espresso Beans,382.5,99
4897,Sweet Tea Hibiscus Leaves,483.49,4
4898,Light Snack Popcorn Bag,115.75,8
4899,Special Drink Juice Box,193.99,12
4900,Local Bakery Banana Bread,204.5,16
4901,Roasted Coffee Cappuccino Sticks,641.25,59
4902,Sweet Tea Jasmine Pearls,484.49,63
4903,Light Snack Trail Mix,138.99,67
4904,Special Drink Sports Drink,172.99,71
4905,Local Bakery Cinnamon Roll,164.5,75
4906,Fresh Dairy Greek Yogurt,231.49,79
4907,Classic Pantry Soy Sauce 1L,195.25,83
4908,Original Frozen Frozen Pizza,116.49,87
4909,Salted Produce Garlic Bulb,69.25,91
4910,Spicy Meat Lamb Chops,187.99,95
4911,Deluxe Bath Mouthwash,150.99,99
4912,Imported Clean Floor Wax,413.0,4
4913,Natural Office Highlighter,61.25,8
4914,Organic Tech Earphones,1559.5,12
4915,Premium Pet Cat Food 1kg,169.49,16
4916,Roasted Coffee Espresso Beans,363.0,20
4917,Sweet Tea Hibiscus Leaves,463.99,24
4918,Light Snack Popcorn Bag,96.25,28
4919,Special Drink Juice Box,174.49,32
4920,Local Bakery Banana Bread,207.75,36
4921,Roasted Coffee Cappuccino Sticks,644.5,79
4922,Sweet Tea Jasmine Pearls,487.74,83
4923,Light Snack Trail Mix,142.24,87
4924,Special Drink Sports Drink,176.24,91
4925,Local Bakery Cinnamon Roll,167.75,95
4926,Fresh Dairy Greek Yogurt,234.74,99
4927,Classic Pantry Soy Sauce 1L,198.5,4
4928,Original Frozen Frozen Pizza,119.74,8
4929,Salted Produce Garlic Bulb,72.5,12
4930,Spicy Meat Lamb Chops,191.24,16
4931,Deluxe Bath Mouthwash,154.24,20
4932,Imported Clean Floor Wax,416.25,24
4933,Natural Office Highlighter,64.5,28
4934,Organic Tech Earphones,1562.75,32
4935,Premium Pet Cat Food 1kg,172.74,36
4936,Roasted Coffee Espresso Beans,366.25,40
4937,Sweet Tea Hibiscus Leaves,467.24,44
4938,Light Snack Popcorn Bag,99.5,48
4939,Special Drink Juice Box,177.74,52
4940,Local Bakery Banana Bread,211.0,56
4941,Roasted Coffee Cappuccino Sticks,647.75,99
4942,Sweet Tea Jasmine Pearls,490.99,4
4943,Light Snack Trail Mix,145.49,8
4944,Special Drink Sports Drink,179.49,12
4945,Local Bakery Cinnamon Roll,171.0,16
4946,Fresh Dairy Greek Yogurt,237.99,20
4947,Classic Pantry Soy Sauce 1L,201.75,24
4948,Original Frozen Frozen Pizza,122.99,28
4949,Salted Produce Garlic Bulb,75.75,32
4950,Spicy Meat Lamb Chops,194.49,36
4951,Deluxe Bath Mouthwash,157.49,40
4952,Imported Clean Floor Wax,419.5,44
4953,Natural Office Highlighter,67.75,48
4954,Organic Tech Earphones,1566.0,52
4955,Premium Pet Cat Food 1kg,175.99,56
4956,Roasted Coffee Espresso Beans,369.5,60
4957,Sweet Tea Hibiscus Leaves,470.49,64
4958,Light Snack Popcorn Bag,102.75,68
4959,Special Drink Juice Box,180.99,72
4960,Local Bakery Banana Bread,214.25,76
4961,Roasted Coffee Cappuccino Sticks,651.0,20
4962,Sweet Tea Jasmine Pearls,494.24,24
4963,Light Snack Trail Mix,148.74,28
4964,Special Drink Sports Drink,182.74,32
4965,Local Bakery Cinnamon Roll,174.25,36
4966,Fresh Dairy Greek Yogurt,241.24,40
4967,Classic Pantry Soy Sauce 1L,205.0,44
4968,Original Frozen Frozen Pizza,126.24,48
4969,Salted Produce Garlic Bulb,79.0,52
4970,Spicy Meat Lamb Chops,197.74,56
4971,Deluxe Bath Mouthwash,160.74,60
4972,Imported Clean Floor Wax,422.75,64
4973,Natural Office Highlighter,71.0,68
4974,Organic Tech Earphones,1569.25,72
4975,Premium Pet Cat Food 1kg,179.24,76
4976,Roasted Coffee Espresso Beans,372.75,80
4977,Sweet Tea Hibiscus Leaves,473.74,84
4978,Light Snack Popcorn Bag,106.0,88
4979,Special Drink Juice Box,184.24,92
4980,Local Bakery Banana Bread,217.5,96
4981,Roasted Coffee Cappuccino Sticks,654.25,40
4982,Sweet Tea Jasmine Pearls,497.49,44
4983,Light Snack Trail Mix,151.99,48
4984,Special Drink Sports Drink,185.99,52
4985,Local Bakery Cinnamon Roll,177.5,56
4986,Fresh Dairy Greek Yogurt,244.49,60
4987,Classic Pantry Soy Sauce 1L,208.25,64
4988,Original Frozen Frozen Pizza,129.49,68
4989,Salted Produce Garlic Bulb,82.25,72
4990,Spicy Meat Lamb Chops,200.99,76
4991,Deluxe Bath Mouthwash,163.99,80
4992,Imported Clean Floor Wax,426.0,84
4993,Natural Office Highlighter,74.25,88
4994,Organic Tech Earphones,1572.5,92
4995,Premium Pet Cat Food 1kg,182.49,96
4996,Roasted Coffee Espresso Beans,376.0,1
4997,Sweet Tea Hibiscus Leaves,476.99,5
4998,Light Snack Popcorn Bag,109.25,9
4999,Special Drink Juice Box,187.49,13
5000,Local Bakery Banana Bread,220.75,17
5001,Roasted Coffee Cappuccino Sticks,657.5,60
5002,Sweet Tea Jasmine Pearls,500.74,64
5003,Light Snack Trail Mix,155.24,68
5004,Special Drink Sports Drink,189.24,72
5005,Local Bakery Cinnamon Roll,180.75,76
5006,Fresh Dairy Greek Yogurt,247.74,80
5007,Classic Pantry Soy Sauce 1L,211.5,84
5008,Original Frozen Frozen Pizza,132.74,88
5009,Salted Produce Garlic Bulb,85.5,92
5010,Spicy Meat Lamb Chops,204.24,96
5011,Deluxe Bath Mouthwash,167.24,1
5012,Imported Clean Floor Wax,429.25,5
5013,Natural Office Highlighter,77.5,9
5014,Organic Tech Earphones,1575.75,13
5015,Premium Pet Cat Food 1kg,185.74,17
5016,Roasted Coffee Espresso Beans,379.25,21
5017,Sweet Tea Hibiscus Leaves,480.24,25
5018,Light Snack Popcorn Bag,112.5,29
5019,Special Drink Juice Box,190.74,33
5020,Local Bakery Banana Bread,224.0,37
5021,Roasted Coffee Cappuccino Sticks,660.75,80
5022,Sweet Tea Jasmine Pearls,503.99,84
5023,Light Snack Trail Mix,158.49,88
5024,Special Drink Sports Drink,192.49,92
5025,Local Bakery Cinnamon Roll,184.0,96
5026,Fresh Dairy Greek Yogurt,250.99,1
5027,Classic Pantry Soy Sauce 1L,214.75,5
5028,Original Frozen Frozen Pizza,135.99,9
5029,Salted Produce Garlic Bulb,88.75,13
5030,Spicy Meat Lamb Chops,207.49,17
5031,Deluxe Bath Mouthwash,170.49,21
5032,Imported Clean Floor Wax,432.5,25
5033,Natural Office Highlighter,80.75,29
5034,Organic Tech Earphones,1579.0,33
5035,Premium Pet Cat Food 1kg,188.99,37
5036,Roasted Coffee Espresso Beans,382.5,41
5037,Sweet Tea Hibiscus Leaves,483.49,45
5038,Light Snack Popcorn Bag,115.75,49
5039,Special Drink Juice Box,193.99,53
5040,Local Bakery Banana Bread,204.5,57
5041,Roasted Coffee Cappuccino Sticks,641.25,1
5042,Sweet Tea Jasmine Pearls,484.49,5
5043,Light Snack Trail Mix,138.99,9
5044,Special Drink Sports Drink,172.99,13
5045,Local Bakery Cinnamon Roll,164.5,17
5046,Fresh Dairy Greek Yogurt,231.49,21
5047,Classic Pantry Soy Sauce 1L,195.25,25
5048,Original Frozen Frozen Pizza,116.49,29
5049,Salted Produce Garlic Bulb,69.25,33
5050,Spicy Meat Lamb Chops,187.99,37
5051,Deluxe Bath Mouthwash,150.99,41
5052,Imported Clean Floor Wax,413.0,45
5053,Natural Office Highlighter,61.25,49
5054,Organic Tech Earphones,1559.5,53
5055,Premium Pet Cat Food 1kg,169.49,57
5056,Roasted Coffee Espresso Beans,363.0,61
5057,Sweet Tea Hibiscus Leaves,463.99,65
5058,Light Snack Popcorn Bag,96.25,69
5059,Special Drink Juice Box,174.49,73
5060,Local Bakery Banana Bread,207.75,77
5061,Roasted Coffee Cappuccino Sticks,644.5,21
5062,Sweet Tea Jasmine Pearls,487.74,25
5063,Light Snack Trail Mix,142.24,29
5064,Special Drink Sports Drink,176.24,33
5065,Local Bakery Cinnamon Roll,167.75,37
5066,Fresh Dairy Greek Yogurt,234.74,41
5067,Classic Pantry Soy Sauce 1L,198.5,45
5068,Original Frozen Frozen Pizza,119.74,49
5069,Salted Produce Garlic Bulb,72.5,53
5070,Spicy Meat Lamb Chops,191.24,57
5071,Deluxe Bath Mouthwash,154.24,61
5072,Imported Clean Floor Wax,416.25,65
5073,Natural Office Highlighter,64.5,69
5074,Organic Tech Earphones,1562.75,73
5075,Premium Pet Cat Food 1kg,172.74,77
5076,Roasted Coffee Espresso Beans,366.25,81
5077,Sweet Tea Hibiscus Leaves,467.24,85
5078,Light Snack Popcorn Bag,99.5,89
5079,Special Drink Juice Box,177.74,93
5080,Local Bakery Banana Bread,211.0,97
5081,Roasted Coffee Cappuccino Sticks,647.75,41
5082,Sweet Tea Jasmine Pearls,490.99,45
5083,Light Snack Trail Mix,145.49,49
5084,Special Drink Sports Drink,179.49,53
5085,Local Bakery Cinnamon Roll,171.0,57
5086,Fresh Dairy Greek Yogurt,237.99,61
5087,Classic Pantry Soy Sauce 1L,201.75,65
5088,Original Frozen Frozen Pizza,122.99,69
5089,Salted Produce Garlic Bulb,75.75,73
5090,Spicy Meat Lamb Chops,194.49,77
5091,Deluxe Bath Mouthwash,157.49,81
5092,Imported Clean Floor Wax,419.5,85
5093,Natural Office Highlighter,67.75,89
5094,Organic Tech Earphones,1566.0,93
5095,Premium Pet Cat Food 1kg,175.99,97
5096,Roasted Coffee Espresso Beans,369.5,2
5097,Sweet Tea Hibiscus Leaves,470.49,6
5098,Light Snack Popcorn Bag,102.75,10
5099,Special Drink Juice Box,180.99,14
5100,Local Bakery Banana Bread,214.25,18
5101,Roasted Coffee Cappuccino Sticks,651.0,61
5102,Sweet Tea Jasmine Pearls,494.24,65
5103,Light Snack Trail Mix,148.74,69
5104,Special Drink Sports Drink,182.74,73
5105,Local Bakery Cinnamon Roll,174.25,77
5106,Fresh Dairy Greek Yogurt,241.24,81
5107,Classic Pantry Soy Sauce 1L,205.0,85
5108,Original Frozen Frozen Pizza,126.24,89
5109,Salted Produce Garlic Bulb,79.0,93
5110,Spicy Meat Lamb Chops,197.74,97
5111,Deluxe Bath Mouthwash,160.74,2
5112,Imported Clean Floor Wax,422.75,6
5113,Natural Office Highlighter,71.0,10
5114,Organic Tech Earphones,1569.25,14
5115,Premium Pet Cat Food 1kg,179.24,18
5116,Roasted Coffee Espresso Beans,372.75,22
5117,Sweet Tea Hibiscus Leaves,473.74,26
5118,Light Snack Popcorn Bag,106.0,30
5119,Special Drink Juice Box,184.24,34
5120,Local Bakery Banana Bread,217.5,38
5121,Roasted Coffee Cappuccino Sticks,654.25,81
5122,Sweet Tea Jasmine Pearls,497.49,85
5123,Light Snack Trail Mix,151.99,89
5124,Special Drink Sports Drink,185.99,93
5125,Local Bakery Cinnamon Roll,177.5,97
5126,Fresh Dairy Greek Yogurt,244.49,2
5127,Classic Pantry Soy Sauce 1L,208.25,6
5128,Original Frozen Frozen Pizza,129.49,10
5129,Salted Produce Garlic Bulb,82.25,14
5130,Spicy Meat Lamb Chops,200.99,18
5131,Deluxe Bath Mouthwash,163.99,22
5132,Imported Clean Floor Wax,426.0,26
5133,Natural Office Highlighter,74.25,30
5134,Organic Tech Earphones,1572.5,34
5135,Premium Pet Cat Food 1kg,182.49,38
5136,Roasted Coffee Espresso Beans,376.0,42
5137,Sweet Tea Hibiscus Leaves,476.99,46
5138,Light Snack Popcorn Bag,109.25,50
5139,Special Drink Juice Box,187.49,54
5140,Local Bakery Banana Bread,220.75,58
5141,Roasted Coffee Cappuccino Sticks,657.5,2
5142,Sweet Tea Jasmine Pearls,500.74,6
5143,Light Snack Trail Mix,155.24,10
5144,Special Drink Sports Drink,189.24,14
5145,Local Bakery Cinnamon Roll,180.75,18
5146,Fresh Dairy Greek Yogurt,247.74,22
5147,Classic Pantry Soy Sauce 1L,211.5,26
5148,Original Frozen Frozen Pizza,132.74,30
5149,Salted Produce Garlic Bulb,85.5,34
5150,Spicy Meat Lamb Chops,204.24,38
5151,Deluxe Bath Mouthwash,167.24,42
5152,Imported Clean Floor Wax,429.25,46
5153,Natural Office Highlighter,77.5,50
5154,Organic Tech Earphones,1575.75,54
5155,Premium Pet Cat Food 1kg,185.74,58
5156,Roasted Coffee Espresso Beans,379.25,62
5157,Sweet Tea Hibiscus Leaves,480.24,66
5158,Light Snack Popcorn Bag,112.5,70
5159,Special Drink Juice Box,190.74,74
5160,Local Bakery Banana Bread,224.0,78
5161,Roasted Coffee Cappuccino Sticks,660.75,22
5162,Sweet Tea Jasmine Pearls,503.99,26
5163,Light Snack Trail Mix,158.49,30
5164,Special Drink Sports Drink,192.49,34
5165,Local Bakery Cinnamon Roll,184.0,38
5166,Fresh Dairy Greek Yogurt,250.99,42
5167,Classic Pantry Soy Sauce 1L,214.75,46
5168,Original Frozen Frozen Pizza,135.99,50
5169,Salted Produce Garlic Bulb,88.75,54
5170,Spicy Meat Lamb Chops,207.49,58
5171,Deluxe Bath Mouthwash,170.49,62
5172,Imported Clean Floor Wax,432.5,66
5173,Natural Office Highlighter,80.75,70
5174,Organic Tech Earphones,1579.0,74
5175,Premium Pet Cat Food 1kg,188.99,78
5176,Roasted Coffee Espresso Beans,382.5,82
5177,Sweet Tea Hibiscus Leaves,483.49,86
5178,Light Snack Popcorn Bag,115.75,90
5179,Special Drink Juice Box,193.99,94
5180,Local Bakery Banana Bread,204.5,98
5181,Roasted Coffee Cappuccino Sticks,641.25,42
5182,Sweet Tea Jasmine Pearls,484.49,46
5183,Light Snack Trail Mix,138.99,50
5184,Special Drink Sports Drink,172.99,54
5185,Local Bakery Cinnamon Roll,164.5,58
5186,Fresh Dairy Greek Yogurt,231.49,62
5187,Classic Pantry Soy Sauce 1L,195.25,66
5188,Original Frozen Frozen Pizza,116.49,70
5189,Salted Produce Garlic Bulb,69.25,74
5190,Spicy Meat Lamb Chops,187.99,78
5191,Deluxe Bath Mouthwash,150.99,82
5192,Imported Clean Floor Wax,413.0,86
5193,Natural Office Highlighter,61.25,90
5194,Organic Tech Earphones,1559.5,94
5195,Premium Pet Cat Food 1kg,169.49,98
5196,Roasted Coffee Espresso Beans,363.0,3
5197,Sweet Tea Hibiscus Leaves,463.99,7
5198,Light Snack Popcorn Bag,96.25,11
5199,Special Drink Juice Box,174.49,15
5200,Local Bakery Banana Bread,207.75,19
5201,Roasted Coffee Cappuccino Sticks,644.5,62
5202,Sweet Tea Jasmine Pearls,487.74,66
5203,Light Snack Trail Mix,142.24,70
5204,Special Drink Sports Drink,176.24,74
5205,Local Bakery Cinnamon Roll,167.75,78
5206,Fresh Dairy Greek Yogurt,234.74,82
5207,Classic Pantry Soy Sauce 1L,198.5,86
5208,Original Frozen Frozen Pizza,119.74,90
5209,Salted Produce Garlic Bulb,72.5,94
5210,Spicy Meat Lamb Chops,191.24,98
5211,Deluxe Bath Mouthwash,154.24,3
5212,Imported Clean Floor Wax,416.25,7
5213,Natural Office Highlighter,64.5,11
5214,Organic Tech Earphones,1562.75,15
5215,Premium Pet Cat Food 1kg,172.74,19
5216,Roasted Coffee Espresso Beans,366.25,23
5217,Sweet Tea Hibiscus Leaves,467.24,27
5218,Light Snack Popcorn Bag,99.5,31
5219,Special Drink Juice Box,177.74,35
5220,Local Bakery Banana Bread,211.0,39
5221,Roasted Coffee Cappuccino Sticks,647.75,82
5222,Sweet Tea Jasmine Pearls,490.99,86
5223,Light Snack Trail Mix,145.49,90
5224,Special Drink Sports Drink,179.49,94
5225,Local Bakery Cinnamon Roll,171.0,98
5226,Fresh Dairy Greek Yogurt,237.99,3
5227,Classic Pantry Soy Sauce 1L,201.75,7
5228,Original Frozen Frozen Pizza,122.99,11
5229,Salted Produce Garlic Bulb,75.75,15
5230,Spicy Meat Lamb Chops,194.49,19
5231,Deluxe Bath Mouthwash,157.49,23
5232,Imported Clean Floor Wax,419.5,27
5233,Natural Office Highlighter,67.75,31
5234,Organic Tech Earphones,1566.0,35
5235,Premium Pet Cat Food 1kg,175.99,39
5236,Roasted Coffee Espresso Beans,369.5,43
5237,Sweet Tea Hibiscus Leaves,470.49,47
5238,Light Snack Popcorn Bag,102.75,51
5239,Special Drink Juice Box,180.99,55
5240,Local Bakery Banana Bread,214.25,59
5241,Roasted Coffee Cappuccino Sticks,651.0,3
5242,Sweet Tea Jasmine Pearls,494.24,7
5243,Light Snack Trail Mix,148.74,11
5244,Special Drink Sports Drink,182.74,15
5245,Local Bakery Cinnamon Roll,174.25,19
5246,Fresh Dairy Greek Yogurt,241.24,23
5247,Classic Pantry Soy Sauce 1L,205.0,27
5248,Original Frozen Frozen Pizza,126.24,31
5249,Salted Produce Garlic Bulb,79.0,35
5250,Spicy Meat Lamb Chops,197.74,39
5251,Deluxe Bath Mouthwash,160.74,43
5252,Imported Clean Floor Wax,422.75,47
5253,Natural Office Highlighter,71.0,51
5254,Organic Tech Earphones,1569.25,55
5255,Premium Pet Cat Food 1kg,179.24,59
5256,Roasted Coffee Espresso Beans,372.75,63
5257,Sweet Tea Hibiscus Leaves,473.74,67
5258,Light Snack Popcorn Bag,106.0,71
5259,Special Drink Juice Box,184.24,75
5260,Local Bakery Banana Bread,217.5,79
5261,Roasted Coffee Cappuccino Sticks,654.25,23
5262,Sweet Tea Jasmine Pearls,497.49,27
5263,Light Snack Trail Mix,151.99,31
5264,Special Drink Sports Drink,185.99,35
5265,Local Bakery Cinnamon Roll,177.5,39
5266,Fresh Dairy Greek Yogurt,244.49,43
5267,Classic Pantry Soy Sauce 1L,208.25,47
5268,Original Frozen Frozen Pizza,129.49,51
5269,Salted Produce Garlic Bulb,82.25,55
5270,Spicy Meat Lamb Chops,200.99,59
5271,Deluxe Bath Mouthwash,163.99,63
5272,Imported Clean Floor Wax,426.0,67
5273,Natural Office Highlighter,74.25,71
5274,Organic Tech Earphones,1572.5,75
5275,Premium Pet Cat Food 1kg,182.49,79
5276,Roasted Coffee Espresso Beans,376.0,83
5277,Sweet Tea Hibiscus Leaves,476.99,87
5278,Light Snack Popcorn Bag,109.25,91
5279,Special Drink Juice Box,187.49,95
5280,Local Bakery Banana Bread,220.75,99
5281,Roasted Coffee Cappuccino Sticks,657.5,43
5282,Sweet Tea Jasmine Pearls,500.74,47
5283,Light Snack Trail Mix,155.24,51
5284,Special Drink Sports Drink,189.24,55
5285,Local Bakery Cinnamon Roll,180.75,59
5286,Fresh Dairy Greek Yogurt,247.74,63
5287,Classic Pantry Soy Sauce 1L,211.5,67
5288,Original Frozen Frozen Pizza,132.74,71
5289,Salted Produce Garlic Bulb,85.5,75
5290,Spicy Meat Lamb Chops,204.24,79
5291,Deluxe Bath Mouthwash,167.24,83
5292,Imported Clean Floor Wax,429.25,87
5293,Natural Office Highlighter,77.5,91
5294,Organic Tech Earphones,1575.75,95
5295,Premium Pet Cat Food 1kg,185.74,99
5296,Roasted Coffee Espresso Beans,379.25,4
5297,Sweet Tea Hibiscus Leaves,480.24,8
5298,Light Snack Popcorn Bag,112.5,12
5299,Special Drink Juice Box,190.74,16
5300,Local Bakery Banana Bread,224.0,20
5301,Roasted Coffee Cappuccino Sticks,660.75,63
5302,Sweet Tea Jasmine Pearls,503.99,67
5303,Light Snack Trail Mix,158.49,71
5304,Special Drink Sports Drink,192.49,75
5305,Local Bakery Cinnamon Roll,184.0,79
5306,Fresh Dairy Greek Yogurt,250.99,83
5307,Classic Pantry Soy Sauce 1L,214.75,87
5308,Original Frozen Frozen Pizza,135.99,91
5309,Salted Produce Garlic Bulb,88.75,95
5310,Spicy Meat Lamb Chops,207.49,99
5311,Deluxe Bath Mouthwash,170.49,4
5312,Imported Clean Floor Wax,432.5,8
5313,Natural Office Highlighter,80.75,12
5314,Organic Tech Earphones,1579.0,16
5315,Premium Pet Cat Food 1kg,188.99,20
